Date,Drawdown,DD_log,Cluster,Regime_num
2005-03-31,-0.04892645157176815,0.04776721405982358,Normal,0
2005-04-30,-0.0716635417932722,0.06921215311669816,Correction,1
2005-05-31,-0.05815671655173376,0.0565284477518334,Normal,0
2005-06-30,-0.02390418560353227,0.023622953492937273,Normal,0
2005-07-31,-0.018505144174095448,0.018336007407457437,Normal,0
2005-08-31,-0.03207934060228045,0.03157554453278864,Normal,0
2005-09-30,-0.027983106404239948,0.027598733439032044,Normal,0
2005-10-31,-0.05477741365935615,0.053329762354724024,Normal,0
2005-11-30,-0.03118855826294143,0.030712077025564343,Normal,0
2005-12-31,-0.019210483963321166,0.019028292246083753,Normal,0
2006-01-31,-0.02525928550886476,0.02494554207307611,Normal,0
2006-02-28,-0.030444005299793256,0.0299897824628208,Normal,0
2006-03-31,-0.016960602336010176,0.016818377216742918,Normal,0
2006-04-30,-0.019999162346546542,0.019801806066966566,Normal,0
2006-05-31,-0.05218143042583365,0.050865561827562314,Normal,0
2006-06-30,-0.07698985307108448,0.07416997665455297,Correction,1
2006-07-31,-0.06884354548255321,0.06657726537537845,Correction,1
2006-08-31,-0.04136492684675819,0.04053228233061903,Normal,0
2006-09-30,-0.014643046235484486,0.014536872054605148,Normal,0
2006-10-31,-0.008451630291836707,0.008416115231013791,Normal,0
2006-11-30,-0.017839079110279037,0.017681830102899802,Normal,0
2006-12-31,-0.01144283573271486,0.011377861676432486,Normal,0
2007-01-31,-0.013547394818159201,0.01345644932730268,Normal,0
2007-02-28,-0.04154336047428523,0.04070361356882061,Normal,0
2007-03-31,-0.058615624962628676,0.05696204035797665,Normal,0
2007-04-30,-0.024066921236267948,0.023781877251709736,Normal,0
2007-05-31,-0.01395627733070348,0.01385978523608947,Normal,0
2007-06-30,-0.031484349664599696,0.030998881009413653,Normal,0
2007-07-31,-0.06297804317293848,0.06107444361773225,Correction,1
2007-08-31,-0.09425142878970884,0.09007050281313181,Correction,1
2007-09-30,-0.06527674540359768,0.06323462024402632,Correction,1
2007-10-31,-0.04122289782118749,0.04039588565710679,Normal,0
2007-11-30,-0.10090409944571352,0.09613175080943609,Correction,1
2007-12-31,-0.0761907792479146,0.0734277501568221,Correction,1
2008-01-31,-0.15417780281789567,0.1433882314496836,Bear,2
2008-02-29,-0.12749055488125471,0.11999441531415836,Correction,1
2008-03-31,-0.16002399276448567,0.14844068832203441,Bear,2
2008-04-30,-0.06686366600838571,0.06472319096790997,Correction,1
2008-05-31,-0.03553826219716978,0.03492135162683292,Normal,0
2008-06-30,-0.10391622179023052,0.09886405891583708,Correction,1
2008-07-31,-0.1484056622799801,0.13837459983427808,Bear,2
2008-08-31,-0.12450319599984701,0.11734133456512595,Correction,1
2008-09-30,-0.15237636022433362,0.1418262105019806,Bear,2
2008-10-31,-0.34964605013232264,0.2998423729866509,Bear,2
2008-11-30,-0.4215026206524513,0.35171449568966706,Bear,2
2008-12-31,-0.35982522512033926,0.30735618054879515,Bear,2
2009-01-31,-0.199383573747825,0.18180773626731486,Bear,2
2009-02-28,-0.2135551329246692,0.19355417813530643,Bear,2
2009-03-31,-0.2762062475002653,0.24389180783290662,Bear,2
2009-04-30,-0.13225633198109588,0.1242123958263571,Correction,1
2009-05-31,-0.049879982953796066,0.04867585568770078,Normal,0
2009-06-30,-0.05619264509000203,0.054670597708413725,Normal,0
2009-07-31,-0.07089336989899504,0.0684932252569558,Correction,1
2009-08-31,-0.032585191153051175,0.03206555204065452,Normal,0
2009-09-30,-0.035141303570489814,0.03453794258749599,Normal,0
2009-10-31,-0.056215983871166796,0.05469269455165299,Normal,0
2009-11-30,-0.050122530611527875,0.04890685318150715,Normal,0
2009-12-31,-0.0168283437277877,0.016688315925314532,Normal,0
2010-01-31,-0.06638671104751045,0.06427602829638059,Correction,1
2010-02-28,-0.08127938918465269,0.0781449596433739,Correction,1
2010-03-31,-0.030011406516444784,0.0295698764680354,Normal,0
2010-04-30,-0.027577934042642378,0.027204512728605655,Normal,0
2010-05-31,-0.1226752058121384,0.11571441381024582,Correction,1
2010-06-30,-0.15326799410908068,0.1425996462901319,Bear,2
2010-07-31,-0.15994677274011784,0.14837411849663443,Bear,2
2010-08-31,-0.07144066321631164,0.06900415709182631,Correction,1
2010-09-30,-0.042117768693439965,0.04125495872342832,Normal,0
2010-10-31,-0.01587725024997053,0.015752525174266924,Normal,0
2010-11-30,-0.03875678974738809,0.03802460362573772,Normal,0
2010-12-31,-0.01613576676658206,0.01600696893603556,Normal,0
2011-01-31,-0.017852526697772424,0.017695041914998665,Normal,0
2011-02-28,-0.02748306707418275,0.027112187519304852,Normal,0
2011-03-31,-0.06413206473259529,0.06215950420636129,Correction,1
2011-04-30,-0.02819785023329526,0.027807609831105282,Normal,0
2011-05-31,-0.03470930585953799,0.0341205233638513,Normal,0
2011-06-30,-0.07200734994686543,0.06953291891882372,Correction,1
2011-07-31,-0.050645702303823634,0.04940492973742064,Normal,0
2011-08-31,-0.17514520561745048,0.16139171920972997,Bear,2
2011-09-30,-0.16527978965102225,0.1529612209737745,Bear,2
2011-10-31,-0.18769305488626756,0.17201281624898085,Bear,2
2011-11-30,-0.09837437474216233,0.09383124557654401,Correction,1
2011-12-31,-0.06205012283593274,0.06020111835002499,Correction,1
2012-01-31,-0.010293669827095142,0.010241050795074987,Normal,0
2012-02-29,-0.006886302644093898,0.006862700355091228,Normal,0
2012-03-31,-0.022363878081596084,0.022117473502125156,Normal,0
2012-04-30,-0.04259927245049711,0.041716895529351004,Normal,0
2012-05-31,-0.08725621895854166,0.08365729237673819,Correction,1
2012-06-30,-0.09936294686452453,0.09473087282436528,Correction,1
2012-07-31,-0.0505469684869774,0.049310950905025665,Normal,0
2012-08-31,-0.015130176804975503,0.015016857279864609,Normal,0
2012-09-30,-0.02213858436848433,0.021897083731839746,Normal,0
2012-10-31,-0.03890106822452603,0.0381634893203349,Normal,0
2012-11-30,-0.07671057667868018,0.07391063102773142,Correction,1
2012-12-31,-0.040351696809891986,0.03955882599620281,Normal,0
2013-01-31,-0.006452926497048103,0.0064321955027877645,Normal,0
