,regime_pred,regime_true,factor_pred,factor_true,realized_return,weights,bm_ff5_eqw,bm_sp500_vw,bm_sp500_ew,best_in_hindsight
2008-01-31,1,1,2,2,-0.040323374436701,"{'value': 0.03735128593992467, 'momentum': 0.2326903934120694, 'quality': 0.5622291624631102, 'low_vol': 0.13054177337932155, 'growth': 0.037187384805574215}",-0.0562794378,-0.0610304346903059,-0.0445245763052208,-0.009796652
2008-02-29,1,1,2,2,0.0161843870866848,"{'value': 0.011102593536146224, 'momentum': 0.06737333227836764, 'quality': 0.8692538426932551, 'low_vol': 0.03378734930216792, 'growth': 0.01848288219006318}",-0.016991943336105358,-0.0314194315227852,-0.029500736,0.0218057003194732
2008-03-31,1,1,2,1,0.019519052098385763,"{'value': 0.00944803422057113, 'momentum': 0.048733183939322376, 'quality': 0.8946136692496974, 'low_vol': 0.028741792485610325, 'growth': 0.01846332010479857}",0.007411854828225539,-0.0034918057528318,-0.0132287414829659,0.025602983
2008-04-30,1,1,2,1,-0.004818129126192174,"{'value': 0.016294706853966234, 'momentum': 0.06143449440318423, 'quality': 0.8563645170582487, 'low_vol': 0.04325977515099487, 'growth': 0.02264650653360604}",0.03480102567864972,0.0486294834170621,0.052409392,0.071826423
2008-05-31,1,0,1,1,0.03324314592711755,"{'value': 0.04528762997574734, 'momentum': 0.6877643042845529, 'quality': 0.07681330242786402, 'low_vol': 0.11990780104508343, 'growth': 0.07022696226675233}",0.019787009699750842,0.0129862246603118,0.025676762,0.040790488491595
2008-06-30,1,1,1,2,-0.01911750320185277,"{'value': 0.04697213431442427, 'momentum': 0.4552581309492975, 'quality': 0.362287069157075, 'low_vol': 0.08756800492398338, 'growth': 0.0479146606552198}",-0.048207971,-0.0833133303210716,-0.1008990240480962,0.032951438
2008-07-31,1,1,2,3,-0.0005640464918095871,"{'value': 0.009176631385807392, 'momentum': 0.08240113909436264, 'quality': 0.8784473939872349, 'low_vol': 0.018979650943364963, 'growth': 0.010995184589230152}",-0.01025751355788144,-0.0072839035278875,-0.0037195352112676,0.0289647163302251
2008-08-31,1,1,2,3,0.015469288559101015,"{'value': 0.03503246908661157, 'momentum': 0.3944384045189788, 'quality': 0.40913581341010813, 'low_vol': 0.10005160487539234, 'growth': 0.061341708108909}",0.01757645703755132,0.0149874132007097,0.0285609298597194,0.03261964
2008-09-30,1,1,1,2,-0.07332221873519973,"{'value': 0.05083536063924091, 'momentum': 0.5133907220528885, 'quality': 0.16024600154568155, 'low_vol': 0.20961794861335373, 'growth': 0.06590996714883553}",-0.060128503628637794,-0.0858676731801783,-0.1055893038229376,0.033022845856811
2008-10-31,1,1,2,2,-0.02325944576053898,"{'value': 0.023698712951991278, 'momentum': 0.18131519845258381, 'quality': 0.5109581669461594, 'low_vol': 0.2653506194504735, 'growth': 0.018677302198792066}",-0.10403957,-0.1671622371713029,-0.2094663654618473,0.085015918
2008-11-30,1,1,2,2,0.05169772075587374,"{'value': 0.015018098046782332, 'momentum': 0.11314444941128952, 'quality': 0.7903674663927581, 'low_vol': 0.0605720488352386, 'growth': 0.020897937313931546}",-0.032935601999999994,-0.0737083337051494,-0.10725830583501,0.080667338
2008-12-31,1,1,2,3,0.0006222196079378067,"{'value': 0.013667595559364325, 'momentum': 0.14129785085427168, 'quality': 0.7791517480951764, 'low_vol': 0.04824820231175799, 'growth': 0.01763460317942959}",0.0085217756,0.0111188924494303,0.0431150040160642,0.017728412
2009-01-31,1,1,1,2,-0.01341844277709944,"{'value': 0.027582661502599252, 'momentum': 0.4130532504753957, 'quality': 0.34399601060647006, 'low_vol': 0.17228142361104, 'growth': 0.04308665380449488}",-0.040325289599999994,-0.0824036710264355,-0.0780269616935483,0.032243191
2009-02-28,1,1,2,2,0.0348153566124309,"{'value': 0.009503395355207894, 'momentum': 0.04002586064983433, 'quality': 0.8831581239364668, 'low_vol': 0.054458468527806364, 'growth': 0.012854151530684569}",-0.07000418959999999,-0.1036718394985826,-0.117064018,0.052199523
2009-03-31,1,1,2,0,-0.023733554116535757,"{'value': 0.008434460635992189, 'momentum': 0.027639161712518852, 'quality': 0.9263076212736704, 'low_vol': 0.031086982285862833, 'growth': 0.006531774091955644}",0.0512384154,0.087701507106958,0.110596456,0.098713002
2009-04-30,1,1,3,0,0.01764596500543271,"{'value': 0.06570917490706063, 'momentum': 0.21711306158539498, 'quality': 0.2178149883164821, 'low_vol': 0.416130473559418, 'growth': 0.08323230163164429}",0.03426357507599868,0.094228948201996,0.1850361803607214,0.1103968583799934
2009-05-31,1,0,0,0,0.04672220266690971,"{'value': 0.6161101391897027, 'momentum': 0.1277323580676648, 'quality': 0.06872510333817716, 'low_vol': 0.1201583970876731, 'growth': 0.0672740023167821}",0.02417165934151234,0.0546402250756513,0.062486648,0.063605621
2009-06-30,1,0,0,2,0.007615283723678872,"{'value': 0.533217879449864, 'momentum': 0.12913447303194822, 'quality': 0.08962944278592509, 'low_vol': 0.19270505929000423, 'growth': 0.05531314544225839}",0.015040479135624401,0.002809898187379,-0.0040832144288577,0.0321484
2009-07-31,1,1,0,0,0.0489712346168823,"{'value': 0.45834636278490143, 'momentum': 0.14974423713623167, 'quality': 0.1708483833132033, 'low_vol': 0.17433460498197162, 'growth': 0.046726411783691926}",0.0399319248,0.0743769613531867,0.0925405742971887,0.084212488
2009-08-31,1,0,0,0,0.03739036688679192,"{'value': 0.6674442951219606, 'momentum': 0.09221084119634472, 'quality': 0.04767648817045916, 'low_vol': 0.13488509163494564, 'growth': 0.05778328387628992}",0.006583074257612317,0.0347613307015833,0.057829354,0.054483824
2009-09-30,1,0,0,4,0.027132305104544046,"{'value': 0.7065594690889103, 'momentum': 0.09326115086952148, 'quality': 0.053795034813633666, 'low_vol': 0.09896462138400068, 'growth': 0.047419723843933816}",0.018339642893811382,0.0365669329436698,0.0526381042084168,0.042602116
2009-10-31,1,0,0,2,-0.026119125669232617,"{'value': 0.7436144764506479, 'momentum': 0.08897673670063552, 'quality': 0.04909846553157911, 'low_vol': 0.07704795489109897, 'growth': 0.0412623664260385}",-0.0006693439485551802,-0.0180095219414311,-0.0341117775551102,0.0570680542572241
2009-11-30,1,0,2,0,0.012027659411786198,"{'value': 0.12735067527833172, 'momentum': 0.03881981045280847, 'quality': 0.7819176921778057, 'low_vol': 0.03390834737958093, 'growth': 0.018003474711473285}",0.0472832908,0.0600391036224524,0.0538961563126252,0.062599199
2009-12-31,1,0,0,1,0.020183048612905794,"{'value': 0.7645798191770479, 'momentum': 0.09123198059118626, 'quality': 0.03355968952351792, 'low_vol': 0.07436456884146803, 'growth': 0.03626394186677976}",0.021389612199999998,0.0187410384577261,0.0480087755511022,0.040586607
2010-01-31,0,1,0,2,-0.02652846498750811,"{'value': 0.4318027325848042, 'momentum': 0.09493350948695933, 'quality': 0.15931420341035774, 'low_vol': 0.11538037068375323, 'growth': 0.19856918383412553}",-0.028610217599999998,-0.0357849012008176,-0.031059386773547,-0.005290228
2010-02-28,0,1,2,1,0.01000745131482102,"{'value': 0.09937744377186149, 'momentum': 0.15076632250896946, 'quality': 0.5986001994702316, 'low_vol': 0.0769162536355179, 'growth': 0.0743397806134196}",0.024543070741098662,0.030326082483601,0.0434021951710261,0.0497122990944338
2010-03-31,0,0,0,1,0.054950525212171634,"{'value': 0.47114033270928835, 'momentum': 0.19538490690487115, 'quality': 0.06868452318297182, 'low_vol': 0.07533285292922424, 'growth': 0.18945738427364442}",0.039472639624406926,0.0610540473629365,0.0709863246492986,0.068129617
2010-04-30,1,0,0,1,0.016184556833823232,"{'value': 0.45997434641533524, 'momentum': 0.3513801454535414, 'quality': 0.04575063623629445, 'low_vol': 0.08228532076543993, 'growth': 0.06060955112938902}",0.005277565257039319,0.0159883664108768,0.0281088336673346,0.0219800171346544
2010-05-31,0,1,1,2,-0.06889422280462751,"{'value': 0.2563324434155031, 'momentum': 0.4574520321454561, 'quality': 0.09458101796149111, 'low_vol': 0.06151200672410008, 'growth': 0.13012249975344944}",-0.0537571722,-0.0801110060906416,-0.0734857959999999,0.024475913
2010-06-30,1,1,2,2,0.020627345978280396,"{'value': 0.00977229846309425, 'momentum': 0.03460368314909975, 'quality': 0.9292380284011447, 'low_vol': 0.018211907709724785, 'growth': 0.008174082276936608}",-0.0330418518,-0.0535103068934827,-0.0617943046092184,0.026219521
2010-07-31,1,1,2,1,-0.013632931933280626,"{'value': 0.00965185267817088, 'momentum': 0.03309460374654694, 'quality': 0.931210340242484, 'low_vol': 0.018975412694171283, 'growth': 0.007067790638626701}",0.05040888898411272,0.0704288893917181,0.0735282104208416,0.081703291
2010-08-31,1,1,0,2,-0.045740768056839826,"{'value': 0.571080964048132, 'momentum': 0.27853305723050037, 'quality': 0.03351147339605714, 'low_vol': 0.06337847669935874, 'growth': 0.05349602862595176}",-0.028917328646991158,-0.04545307101752,-0.048286472,0.0118391837650442
2010-09-30,1,0,2,1,0.009448302561840677,"{'value': 0.012326030880666437, 'momentum': 0.076446562249212, 'quality': 0.8792704730431059, 'low_vol': 0.02000892699096019, 'growth': 0.011948006836055488}",0.06895675830074684,0.0903830622820089,0.1043073519999999,0.1142279618192025
2010-10-31,0,0,1,4,0.037577064278911956,"{'value': 0.36232170499959515, 'momentum': 0.45382843840772474, 'quality': 0.02948900953495394, 'low_vol': 0.033534699762342884, 'growth': 0.12082614729538321}",0.029775686013828823,0.0387260444582807,0.0359456619999999,0.050101811
2010-11-30,0,0,1,1,0.012010399770133951,"{'value': 0.07564685283270581, 'momentum': 0.7820543456934361, 'quality': 0.029457950220256997, 'low_vol': 0.027747178404116588, 'growth': 0.0850936728494846}",-0.0008160551616105203,-7.464357143807367e-05,0.0082052739999999,0.0160194521919474
2010-12-31,0,0,1,0,0.04137392146133979,"{'value': 0.09259551914326176, 'momentum': 0.4668449075904214, 'quality': 0.09926485566439652, 'low_vol': 0.08946003664954559, 'growth': 0.25183468095237466}",0.036253458800000006,0.0673379346219667,0.073083616,0.082232615
2011-01-31,0,0,1,0,0.019538178895578285,"{'value': 0.3189716755365061, 'momentum': 0.4675686923645628, 'quality': 0.03651649609828126, 'low_vol': 0.040087726329513386, 'growth': 0.13685540967113646}",0.010578928009629042,0.0233854098527734,0.0220132794411177,0.032335324
2011-02-28,0,0,1,1,0.0334322569073536,"{'value': 0.17959300006850795, 'momentum': 0.5497124326786189, 'quality': 0.08065684815862213, 'low_vol': 0.06469840747927867, 'growth': 0.12533931161497236}",0.02432881141647062,0.0324440209957137,0.0409569158316633,0.040463961
2011-03-31,0,1,0,1,0.0038559517394676696,"{'value': 0.5388908170886869, 'momentum': 0.2052016267709669, 'quality': 0.04753344686070911, 'low_vol': 0.05257297639541308, 'growth': 0.15580113288422415}",0.00844536937535494,0.0006194855661436,0.009006742,0.0161556788767747
2011-04-30,0,0,1,3,0.02549705338411386,"{'value': 0.18381213464487994, 'momentum': 0.5510304405731068, 'quality': 0.09225726255581436, 'low_vol': 0.06485890051282155, 'growth': 0.10804126171337736}",0.027448065599999998,0.0296223268646826,0.0319234104627766,0.040238369
2011-05-31,0,0,1,2,-0.010604957905757339,"{'value': 0.25409756562242947, 'momentum': 0.34629629980950605, 'quality': 0.05364950241833417, 'low_vol': 0.05903595362780193, 'growth': 0.28692067852192826}",0.0007265139200513006,-0.0113126638368008,-0.00557884,0.028387307079315
2011-06-30,1,1,1,2,-0.0001604402176487691,"{'value': 0.061871151738767984, 'momentum': 0.6288892393186257, 'quality': 0.21277750021544473, 'low_vol': 0.0654914499018081, 'growth': 0.03097065882535342}",-0.00478824836719528,-0.0164560774641754,-0.0187692590361445,0.0273638821640236
2011-07-31,1,0,1,2,-0.010593035762233024,"{'value': 0.034494663584228015, 'momentum': 0.602322504929092, 'quality': 0.29354397503644286, 'low_vol': 0.037739850630724076, 'growth': 0.031899005819513056}",-0.0150807002,-0.019916611159378,-0.0355481164658634,0.006726963
2011-08-31,1,1,2,2,0.04900906115718858,"{'value': 0.006093257312323962, 'momentum': 0.07061596493738131, 'quality': 0.900160768682903, 'low_vol': 0.014795391224482996, 'growth': 0.008334617842908733}",-0.0227942176,-0.0543227414517865,-0.063472002,0.060501467
2011-09-30,1,1,2,2,0.048583192497907296,"{'value': 0.009167183351821047, 'momentum': 0.08320539299122377, 'quality': 0.866873913022755, 'low_vol': 0.02941599734963616, 'growth': 0.011337513284564027}",-0.03506881320000001,-0.0698217497475001,-0.0902517394789579,0.065996745
2011-10-31,1,1,2,0,-0.035431465089553416,"{'value': 0.006462084550011321, 'momentum': 0.024190316906694292, 'quality': 0.9483062978864042, 'low_vol': 0.015747493258811286, 'growth': 0.0052938073980789875}",0.06808313569951928,0.1089565848055987,0.134449872,0.1131301179970842
2011-11-30,1,1,1,2,0.0008953559286898241,"{'value': 0.09659159947813636, 'momentum': 0.7572305640095252, 'quality': 0.04741112764954461, 'low_vol': 0.061475336966654706, 'growth': 0.03729137189613918}",0.00707037973392068,-0.0026999833460743,-0.006364788,0.0294634564339489
2011-12-31,1,1,2,3,0.0073570702548799456,"{'value': 0.021267441032280177, 'momentum': 0.11727232565710607, 'quality': 0.8102620405188597, 'low_vol': 0.03535945272106846, 'growth': 0.015838740070685465}",0.012248133224520018,0.0094517536713606,0.0011844629258517,0.031585377
2012-01-31,1,0,1,0,0.027928273337531485,"{'value': 0.07060866563232912, 'momentum': 0.6429945772793707, 'quality': 0.13311647030713036, 'low_vol': 0.10873665442034741, 'growth': 0.044543632360822365}",0.0185845678,0.0452476872088895,0.0566976593186372,0.049105627
2012-02-29,0,0,0,1,0.03809777868289301,"{'value': 0.3715771871021586, 'momentum': 0.28734852412717693, 'quality': 0.12049208962706938, 'low_vol': 0.06883566802697315, 'growth': 0.15174653111662195}",0.030120283864115284,0.0433405278289872,0.04196541,0.0543727708952184
2012-03-31,0,0,0,1,0.03260383021759747,"{'value': 0.3132615135368817, 'momentum': 0.20615576925098464, 'quality': 0.09474535345119951, 'low_vol': 0.08339905739558796, 'growth': 0.30243830636534624}",0.028957735672286423,0.0328695548052793,0.0231181823647294,0.046209837
2012-04-30,0,0,1,1,0.003292210597243745,"{'value': 0.2194361802923042, 'momentum': 0.385241761992355, 'quality': 0.09863299291527565, 'low_vol': 0.07485052106484628, 'growth': 0.221838543735219}",0.0029305725813798798,-0.0060314660078484,-0.0077994248496993,0.013108568
2012-05-31,0,1,1,2,-0.02106623935980489,"{'value': 0.059407402436730115, 'momentum': 0.5254233480317916, 'quality': 0.2915266742217515, 'low_vol': 0.046564019713075895, 'growth': 0.07707855559665087}",-0.02925560076368918,-0.0597875719683105,-0.0708512233400402,0.0308424831815541
2012-06-30,1,1,2,0,-0.00467854222274922,"{'value': 0.0065860264416348156, 'momentum': 0.016152754503250825, 'quality': 0.9496116361914526, 'low_vol': 0.02188948210796735, 'growth': 0.005760100755694456}",0.02829772157988808,0.0414673507713902,0.0383285691382765,0.047053343
2012-07-31,1,0,1,3,0.013450887986079765,"{'value': 0.12993687579546567, 'momentum': 0.41075463280715896, 'quality': 0.0871496065412128, 'low_vol': 0.33752187954870916, 'growth': 0.03463700530745344}",0.01269160841480604,0.0140840730283966,0.0021334056224899,0.021035762
2012-08-31,1,0,0,4,0.012381718962812932,"{'value': 0.5621613776841705, 'momentum': 0.13344021514569274, 'quality': 0.08444567199836764, 'low_vol': 0.1900155310620937, 'growth': 0.029937204109675444}",0.00844915990026452,0.0227441035257676,0.030790024,0.0230535680662775
2012-09-30,0,0,1,0,0.019191688324763687,"{'value': 0.14192848608839712, 'momentum': 0.4479954919621459, 'quality': 0.06319515271209529, 'low_vol': 0.272534016644644, 'growth': 0.0743468525927176}",0.01571868375318128,0.0250785755754449,0.024078466,0.0313149741681322
2012-10-31,0,0,1,3,-0.017561142135129798,"{'value': 0.1187209178403251, 'momentum': 0.3154677254804871, 'quality': 0.055693486061051456, 'low_vol': 0.21333568598398767, 'growth': 0.2967821846341487}",-0.0160904182,-0.0179547253023497,-0.0071973400402414,-0.000804168
2012-11-30,0,1,0,2,0.0050412521904861975,"{'value': 0.2192661281251916, 'momentum': 0.18523895557156972, 'quality': 0.18559643929743175, 'low_vol': 0.21650007247553227, 'growth': 0.1933984045302746}",0.0053781852824778395,0.005326267486065,0.013640052,0.0124730224123892
2012-12-31,0,0,3,0,-0.004117392216927043,"{'value': 0.10665194232864042, 'momentum': 0.09254993386749492, 'quality': 0.04884061381302524, 'low_vol': 0.5181958011832223, 'growth': 0.2337617088076172}",-0.0065626512,0.0085297544851008,0.02431050501002,0.021698336
2013-01-31,1,0,2,0,0.004423276932324546,"{'value': 0.09373207362872746, 'momentum': 0.1647853952498835, 'quality': 0.6175186486420731, 'low_vol': 0.09434047646037536, 'growth': 0.029623406018940604}",0.03335446533233112,0.052223763939355,0.0654304228456913,0.06499289
2013-02-28,0,0,0,3,0.016502206637664427,"{'value': 0.5228720601747131, 'momentum': 0.22817514648881768, 'quality': 0.031142554582838135, 'low_vol': 0.15935988629035902, 'growth': 0.05845035246327203}",0.015571965859324337,0.0130079987162469,0.012007462,0.0272280973813674
2013-03-31,0,0,0,3,0.038206665794774275,"{'value': 0.40770469343893484, 'momentum': 0.1503060938355358, 'quality': 0.051492003396903546, 'low_vol': 0.24907384236741378, 'growth': 0.14142336696121205}",0.0315389486556321,0.0375843843477756,0.042924868,0.04873209959141
2013-04-30,0,0,0,3,0.024499627751125914,"{'value': 0.4184420033433766, 'momentum': 0.07457365129739381, 'quality': 0.04196559580589902, 'low_vol': 0.3687470799738302, 'growth': 0.09627166957950016}",0.016810490131920958,0.0196214505154646,0.015737046,0.038395552
2013-05-31,0,0,3,0,-0.01838659690617262,"{'value': 0.1465823533320483, 'momentum': 0.05892723304601706, 'quality': 0.03660280457282994, 'low_vol': 0.7136708701385879, 'growth': 0.0442167389105169}",0.007730563836088179,0.0230694702302135,0.0286468877755511,0.0248718287785598
2013-06-30,0,0,0,2,-0.0047759726064320876,"{'value': 0.6219025985091776, 'momentum': 0.0379193619021538, 'quality': 0.028066665258868417, 'low_vol': 0.2792537851140924, 'growth': 0.03285758921570775}",-0.0043512859787429,-0.0135869188121941,-0.0104527815631262,0.0129329681062855
2013-07-31,0,0,3,0,0.03556845723862189,"{'value': 0.10355692252493617, 'momentum': 0.09307352774426635, 'quality': 0.16309500245949282, 'low_vol': 0.5771341610771081, 'growth': 0.06314038619419661}",0.03609511077360764,0.0507219929854632,0.0552862570281124,0.051070522
2013-08-31,0,0,0,2,-0.03508112614709115,"{'value': 0.6623792651226271, 'momentum': 0.05176737914773235, 'quality': 0.04487486637534146, 'low_vol': 0.17503527171693456, 'growth': 0.0659432176373646}",-0.026350659399999997,-0.0292074209931906,-0.027829024,0.0092684
2013-09-30,0,0,2,4,0.005891474158353404,"{'value': 0.12990722922653722, 'momentum': 0.05011406374385119, 'quality': 0.6138207369557677, 'low_vol': 0.15779893469641973, 'growth': 0.04835903537742411}",0.02182563670464882,0.0315075163474906,0.0404071823647294,0.037667248
2013-10-31,0,0,0,4,0.042370202733322745,"{'value': 0.6792573015802605, 'momentum': 0.06383631889151538, 'quality': 0.05354978202329666, 'low_vol': 0.12326191604024277, 'growth': 0.08009468146468487}",0.03797590494432454,0.0462674867295099,0.042827906,0.048062993
2013-11-30,0,0,0,1,0.02712789096786368,"{'value': 0.4307378374367141, 'momentum': 0.06829463206385536, 'quality': 0.04255865716285019, 'low_vol': 0.18335096457103928, 'growth': 0.27505790876554104}",0.026913106447648938,0.0307889310446722,0.0236665651302605,0.0466748119044257
2013-12-31,0,0,0,4,0.0226680917495077,"{'value': 0.43305787038809884, 'momentum': 0.03434235508411138, 'quality': 0.02847894789421883, 'low_vol': 0.0806998481753765, 'growth': 0.4234209784581945}",0.012801451310178041,0.0252157547089002,0.0292594068136272,0.027049024
2014-01-31,0,0,1,3,-0.03246408601933393,"{'value': 0.18772068449097998, 'momentum': 0.35135130897498745, 'quality': 0.0485969437005361, 'low_vol': 0.11336530335551075, 'growth': 0.29896575947798576}",-0.0316569102,-0.0345675563757488,-0.029442896,-0.024884538
2014-02-28,0,0,2,4,0.009815642951910113,"{'value': 0.03277000075420373, 'momentum': 0.06319587716176495, 'quality': 0.6342368894115137, 'low_vol': 0.1614469755552373, 'growth': 0.10835025711728033}",0.032417780800000004,0.045756812726601,0.053917712,0.052445587
2014-03-31,0,0,4,0,0.004976329344221573,"{'value': 0.19261150723786846, 'momentum': 0.14326515595590683, 'quality': 0.03933105594708486, 'low_vol': 0.18946384099003127, 'growth': 0.4353284398691085}",0.008843287792709601,0.008108476503287,0.007369362,0.025800741
2014-04-30,0,0,3,3,0.00723927601542197,"{'value': 0.11628918540431359, 'momentum': 0.1574138502470285, 'quality': 0.0673478683057245, 'low_vol': 0.3410948054925465, 'growth': 0.31785429055038694}",0.004922711973047561,0.0071894641582932,0.0031684099999999,0.0194786249539331
2014-05-31,0,0,4,1,0.020832901800668595,"{'value': 0.23139109998656435, 'momentum': 0.1538721004221316, 'quality': 0.07344022570218552, 'low_vol': 0.27042603583306624, 'growth': 0.2708705380560522}",0.01918433107382712,0.0232472565197922,0.0230002168674698,0.038622964
2014-06-30,0,0,3,3,0.018422668705276687,"{'value': 0.12826527275670044, 'momentum': 0.1069746055708555, 'quality': 0.05173764140156593, 'low_vol': 0.37559661555737356, 'growth': 0.33742586471350455}",0.01208110816121476,0.0206228737092363,0.0286432734530938,0.0215552438008383
2014-07-31,0,0,3,2,-0.021855487639886637,"{'value': 0.08769447485287363, 'momentum': 0.27954909485753043, 'quality': 0.04572928376270166, 'low_vol': 0.4797505086783379, 'growth': 0.10727663784855643}",-0.01214817223801212,-0.0138855449237581,-0.021818618,0.0100080578099394
2014-08-31,0,0,3,4,0.029432506177018355,"{'value': 0.09356088339371231, 'momentum': 0.17688235239123615, 'quality': 0.21917461779908667, 'low_vol': 0.42892373386281823, 'growth': 0.08145841255314679}",0.03078249369587984,0.0397439258199281,0.0424749081836327,0.043494785
2014-09-30,0,0,4,2,-0.008024538220391224,"{'value': 0.22535962520960576, 'momentum': 0.10963516279403183, 'quality': 0.05411484088452304, 'low_vol': 0.2455730302596963, 'growth': 0.3653173408521431}",-3.783000365936012e-05,-0.0139117242414048,-0.0255052231075697,0.0363110579817032
2014-10-31,0,1,3,3,0.03706572219466284,"{'value': 0.09709039532753883, 'momentum': 0.10362616263553416, 'quality': 0.30999664625974616, 'low_vol': 0.34146061690624413, 'growth': 0.1478261788709367}",0.02993818801458818,0.0239718017655127,0.02987446812749,0.049408295
2014-11-30,0,0,4,4,0.02828244777087469,"{'value': 0.12152064889978988, 'momentum': 0.08057186245595548, 'quality': 0.08188610252238539, 'low_vol': 0.3220603560898823, 'growth': 0.39396103003198685}",0.02699936131416016,0.0276006804386725,0.024103655378486,0.0304384787299927
2014-12-31,0,0,4,3,-0.004047865951913557,"{'value': 0.07491861837626418, 'momentum': 0.08786287936180041, 'quality': 0.09323538112766593, 'low_vol': 0.15652477627231343, 'growth': 0.587458344861956}",-0.0001437795722960402,-0.0025529217293165,0.0034894043824701,0.0121222011385198
2015-01-31,0,0,3,3,-0.01485125593938747,"{'value': 0.1260836379796027, 'momentum': 0.1291880211858427, 'quality': 0.16016047891656235, 'low_vol': 0.39204232387803556, 'growth': 0.1925255380399569}",-0.0192327,-0.0294983486575619,-0.0283280159999999,-0.004429793
2015-02-28,0,0,2,1,0.019743674424500094,"{'value': 0.044438611435883686, 'momentum': 0.07957401058980128, 'quality': 0.4221416714714265, 'low_vol': 0.38036569758952166, 'growth': 0.07348000891336685}",0.03959021671102542,0.0569755614112759,0.0585766912350597,0.063070014
2015-03-31,0,0,4,2,-0.013058657816928308,"{'value': 0.19688807997732027, 'momentum': 0.16756525494408114, 'quality': 0.041814754802380824, 'low_vol': 0.14897136454072757, 'growth': 0.4447605457354902}",-0.009393283399999999,-0.0154361047900995,-0.009199322,0.00153098
2015-04-30,0,0,3,0,-0.015027527052949182,"{'value': 0.056737237836731805, 'momentum': 0.15088718171162113, 'quality': 0.3419608042837515, 'low_vol': 0.385072823592496, 'growth': 0.06534195257539953}",-0.008363325843084742,0.0091785460296757,0.0042995677290836,0.0149870847845763
2015-05-31,0,0,1,1,0.016581309842320188,"{'value': 0.1188370739483942, 'momentum': 0.3753123541525128, 'quality': 0.092403466131052, 'low_vol': 0.31336998831072727, 'growth': 0.10007711745731382}",0.0133999964,0.0125217503557684,0.008756171314741,0.02820936
2015-06-30,0,0,3,2,-0.015597268602398521,"{'value': 0.19064884902257148, 'momentum': 0.14267840669315734, 'quality': 0.11664875168305247, 'low_vol': 0.32637243279371897, 'growth': 0.22365155980749965}",-0.0128950968,-0.0193406492989244,-0.02192199,0.025057305
2015-07-31,0,0,2,3,0.023583067274290697,"{'value': 0.06793247559878414, 'momentum': 0.16027978667407589, 'quality': 0.6092810174509394, 'low_vol': 0.11702586469484182, 'growth': 0.04548085558135873}",0.02778431827624058,0.021186216807631,0.0083133420523138,0.043381932
